product_code,detail_desc
163734,Long-sleeved tops in soft organic cotton.
194242,Soft organic cotton jersey leggings with an elasticated waist.
194270,Tops in soft organic cotton jersey.
198518,Crop tops in soft cotton jersey with a racer back and an elasticated hem.
225784,Short-sleeved tops in cotton jersey.
260736,T-shirt in soft organic cotton jersey.
261840,Fine-knit trainer socks with decorative elasticated lace at the top.
265071,Short-sleeved polo shirt in organic cotton jersey with a ribbed collar and button placket.
276540,Pyjamas in soft cotton jersey. Top with a print and a racer back. Shorts with an elasticated waist.
278038,3/4-length leggings in organic cotton jersey with an elasticated waist.
283937,"Pyjamas in soft jersey. Long-sleeved, printed top with raw edges at the cuffs and hem. Bottoms with an elasticated drawstring waist and ribbed hems."
284985,Long-sleeved tops in a soft cotton blend.
285143,"Slim-fit sweatpants made from an organic cotton blend with an elasticated drawstring waist, side pockets and tapered legs with ribbed hems. Soft brushed inside."
288825,Fine-knit tights with an elasticated waist.
288859,"Tights in a soft, cable-knit cotton blend with an elasticated waist."
291957,"Suit trousers in woven fabric with an adjustable elasticated waist (in sizes 8-12Y), zip fly and concealed hook-and-eye fastening. Side pockets, jetted back pockets with a button and legs with creases."
293244,Thin tights with an elasticated waist.
293510,Fine-knit tights with an elasticated waist.
296471,Cotton jersey briefs in various designs with an elasticated waist and lined gusset.
296476,"Dressing gown in soft, patterned fleece with a hood, side pockets and tie belt at the waist."
301668,Tights in a fine knit with plastic sparkly stones and an elasticated waist.
301687,Tights in a fine knit containing glittery threads. Elasticated waist and soft inside.
306847,Leggings in soft cotton jersey with an elasticated waist.
309434,"Dressing gown in sweatshirt fabric with a hood, long sleeves, tie belt at the waist and narrow ribbing around the front, cuffs and hem. Soft brushed inside."
309864,"Slim-fit jeans in washed stretch denim with an adjustable elasticated waist (in sizes 8-12Y), zip fly and button, front and back pockets, and narrow hems."
315352,"Dress in soft cotton jersey with 3/4-length sleeves, a seam at the waist and bell-shaped skirt."
317812,Skater skirt in cotton jersey with an elasticated waist.
327368,Leggings in sturdy jersey with an elasticated waist.
337777,Long-sleeved shirt in woven fabric with a turn-down collar and chest pocket. Easy-iron finish.
348168,"Skinny-fit jeans in washed superstretch denim with an adjustable elasticated waist (in sizes 8-12Y), zip fly, fake pockets at the front and real pockets at the back."
355325,Long-sleeved T-shirts in ribbed organic cotton jersey with ribbed cuffs and an overlocked hem.
360859,Classic jacket in woven fabric containing some wool with a chest pocket and flap front pockets. Decorative buttons at the cuffs and a single back vent. Lined.
365025,Cotton jersey crop tops with narrow shoulder straps and a racer back.
375248,"3/4-length leggings in soft, organic cotton jersey with an elasticated waist."
395619,5-pocket skinny-fit trousers in stretch cotton twill with an adjustable elasticated waist and zip fly.
399036,"Long-sleeved jumper in soft, fluffy yarn with ribbing around the neckline, cuffs and hem."
403392,"Trousers in soft sweatshirt fabric made from an organic cotton blend with an elasticated drawstring waist, side pockets and ribbed hems. Soft brushed inside."
403421,"Jacket in sweatshirt fabric made from an organic cotton blend with a jersey-lined hood, zip down the front, front pockets and ribbing at the cuffs and hem. Soft brushed inside."
403448,Soft jersey vest tops.
403479,"T-shirts in organic cotton jersey with a round, ribbed neckline."
403490,V-neck T-shirts in organic cotton jersey.
403579,Long-sleeved jersey T-shirt in a cotton blend with a button placket and raglan sleeves. The cotton content of the T-shirt is organic.
405636,"Top in soft, organic cotton jersey with long raglan sleeves in a contrasting colour."
410424,Jersey boxer briefs in a cotton blend with an elasticated waist and lined gusset.
410549,Pyjamas in cotton jersey. Long-sleeved top with a motif. Bottoms with an elasticated waist and ribbed hems.
420963,Pyjamas in soft jersey. Top with a motif on the front and long raglan sleeves. Bottoms with an elasticated waist.
426674,Cotton jersey hipster briefs in various designs with an elasticated waist and lined gusset.
430157,"Jumpsuit in organic cotton-blend sweatshirt fabric with a jersey-lined hood. Contrasting colour zip, front pockets and ribbing at the cuffs and hems. Soft brushed inside."
436853,Thin tights with a glittery pattern and an elasticated waist.
437783,"Top in sweatshirt fabric made from an organic cotton blend with a funnel collar, kangaroo pocket, long raglan sleeves and ribbing at the cuffs and hem."
443696,"Long-sleeved top in sweatshirt fabric made from an organic cotton blend with a lined hood, kangaroo pocket and ribbing at the cuffs and hem. Soft brushed inside."
445400,Pyjama T-shirt and shorts in soft cotton jersey. T-shirt with a print motif on the front and shorts with an elasticated waist.
447264,Fine-knit trainer socks with an embroidered motif and elasticated tops.
451243,"5-pocket trousers in cotton twill with an adjustable elasticated waist (in sizes 8-12Y), zip fly and slim legs."
451271,"Chinos in washed stretch cotton twill with an adjustable elasticated waist (in sizes 8-12Y), zip fly, side pockets, a coin pocket, fake back pockets and slim legs."
452486,Briefs in cotton jersey with an elasticated waist and lined gusset.
452616,"Crop tops in cotton jersey with narrow, adjustable shoulder straps."
452851,Jacquard-knit socks in a soft cotton blend.
453028,"Fine-knit hooded top in a soft, marled viscose blend with a print motif, wide ribbing around the hood, long sleeves with ribbed cuffs and short slits in the sides. Slightly longer with a rounded hem at the back."
453065,Fine-knit trainer socks with elasticated tops.
456245,"Twill waistcoat with buttons down the front, a chest pocket and front pockets. Lined."
458393,Tops in cotton jersey with narrow shoulder straps.
